Date,Altitude,Latitude,Longitude,ETo,Rn,Rs,max_temp,min_temp,mean_temp,max_RH,min_RH,mean_RH,U2,n/N,rainfall
2/11/1960,18.288,38°32',121°46',82.00,127.40,385.00,60.00,37.00,48.50,94.00,37.00,65.50,95.00,0.98,
2/12/1960,18.288,38°32',121°46',52.00,140.90,298.00,59.00,37.00,48.00,100.00,55.00,77.50,102.00,0.83,0.05
2/13/1960,18.288,38°32',121°46',101.00,116.90,400.00,59.00,37.00,48.00,100.00,26.00,63.00,249.00,0.96,
2/14/1960,18.288,38°32',121°46',93.00,143.90,342.00,62.00,36.00,49.00,75.00,34.00,54.50,50.00,1.00,
2/15/1960,18.288,38°32',121°46',70.00,176.80,365.00,62.00,36.00,49.00,100.00,42.00,71.00,92.00,0.74,
2/16/1960,18.288,38°32',121°46',117.00,139.40,414.00,62.00,31.00,46.50,100.00,25.00,62.50,167.00,1.00,
2/17/1960,18.288,38°32',121°46',53.00,128.90,319.00,62.00,31.00,46.50,100.00,36.00,68.00,115.00,0.86,
2/18/1960,18.288,38°32',121°46',70.00,,270.00,64.00,35.00,49.50,92.00,35.00,63.50,147.00,,
2/19/1960,18.288,38°32',121°46',111.00,124.40,420.00,59.00,41.00,50.00,100.00,28.00,64.00,358.00,1.00,
2/20/1960,18.288,38°32',121°46',111.00,130.90,405.00,64.00,34.00,49.00,64.00,29.00,46.50,130.00,1.00,
2/21/1960,18.288,38°32',121°46',75.00,158.90,401.00,60.00,39.00,49.50,100.00,47.00,73.50,177.00,1.00,
2/22/1960,18.288,38°32',121°46',149.00,113.90,442.00,60.00,39.00,49.50,93.00,14.00,53.50,346.00,1.00,
2/23/1960,18.288,38°32',121°46',168.00,118.40,445.00,60.00,34.00,47.00,43.00,16.00,29.50,313.00,1.00,
2/24/1960,18.288,38°32',121°46',108.00,136.40,431.00,61.00,36.00,48.50,54.00,18.00,36.00,130.00,1.00,
2/25/1960,18.288,38°32',121°46',48.00,140.90,209.00,61.00,33.00,47.00,100.00,50.00,75.00,135.00,0.18,
2/26/1960,18.288,38°32',121°46',56.00,68.90,242.00,60.00,29.00,44.50,100.00,34.00,67.00,95.00,0.19,
2/27/1960,18.288,38°32',121°46',71.00,92.90,401.00,56.00,27.00,41.50,100.00,35.00,67.50,54.00,0.87,
2/28/1960,18.288,38°32',121°46',68.00,136.40,284.00,57.00,34.00,45.50,75.00,41.00,58.00,107.00,0.01,
2/29/1960,18.288,38°32',121°46',99.00,,430.00,63.00,38.00,50.50,100.00,24.00,62.00,139.00,,
3/1/1960,18.288,38°32',121°46',61.00,,276.00,57.00,32.00,44.50,100.00,34.00,67.00,73.00,0.35,
3/2/1960,18.288,38°32',121°46',54.00,,272.00,56.00,43.00,49.50,100.00,33.00,66.50,43.00,0.39,0.02
3/3/1960,18.288,38°32',121°46',54.00,,171.00,58.00,50.00,54.00,81.00,49.00,65.00,173.00,0.07,
3/4/1960,18.288,38°32',121°46',34.00,,137.00,60.00,51.00,55.50,100.00,69.00,84.50,147.00,0.00,0.21
3/5/1960,18.288,38°32',121°46',8.00,,88.00,55.00,50.00,52.50,100.00,100.00,100.00,154.00,0.00,0.12
3/6/1960,18.288,38°32',121°46',6.00,,122.00,58.00,56.00,57.00,100.00,92.00,96.00,119.00,0.02,0.14
3/7/1960,18.288,38°32',121°46',46.00,,168.00,62.00,36.00,49.00,100.00,73.00,86.50,143.00,0.13,0.09
3/8/1960,18.288,38°32',121°46',112.00,257.80,523.00,62.00,54.00,58.00,100.00,30.00,65.00,71.00,0.91,
3/9/1960,18.288,38°32',121°46',111.00,200.80,394.00,62.00,33.00,47.50,100.00,24.00,62.00,184.00,0.64,
3/10/1960,18.288,38°32',121°46',120.00,229.30,499.00,61.00,46.00,53.50,96.00,25.00,60.50,106.00,0.96,
3/11/1960,18.288,38°32',121°46',74.00,119.90,283.00,62.00,46.00,54.00,100.00,30.00,65.00,125.00,0.15,0.14
3/12/1960,18.288,38°32',121°46',19.00,,132.00,57.00,49.00,53.00,100.00,89.00,94.50,85.00,0.05,0.37
3/13/1960,18.288,38°32',121°46',97.00,239.80,446.00,64.00,43.00,53.50,100.00,42.00,71.00,133.00,0.70,
3/14/1960,18.288,38°32',121°46',201.00,188.80,535.00,64.00,39.00,51.50,100.00,18.00,59.00,278.00,1.00,
3/15/1960,18.288,38°32',121°46',137.00,185.80,477.00,63.00,49.00,56.00,74.00,29.00,51.50,263.00,1.00,
3/16/1960,18.288,38°32',121°46',234.00,211.30,524.00,72.00,48.00,60.00,67.00,24.00,45.50,391.00,1.00,
3/17/1960,18.288,38°32',121°46',157.00,,532.00,74.00,43.00,58.50,81.00,31.00,56.00,89.00,1.00,
3/18/1960,18.288,38°32',121°46',137.00,277.20,513.00,77.00,41.00,59.00,100.00,20.00,60.00,68.00,1.00,
3/19/1960,18.288,38°32',121°46',137.00,281.70,523.00,79.00,46.00,62.50,100.00,27.00,63.50,72.00,1.00,
3/20/1960,18.288,38°32',121°46',160.00,274.20,534.00,80.00,44.00,62.00,100.00,27.00,63.50,71.00,1.00,
3/21/1960,18.288,38°32',121°46',134.00,278.70,520.00,80.00,42.00,61.00,100.00,27.00,63.50,68.00,1.00,
3/22/1960,18.288,38°32',121°46',132.00,253.30,496.00,78.00,42.00,60.00,100.00,32.00,66.00,91.00,0.98,
3/23/1960,18.288,38°32',121°46',141.00,262.30,541.00,78.00,42.00,60.00,100.00,47.00,73.50,168.00,1.00,
3/24/1960,18.288,38°32',121°46',76.00,,363.00,68.00,44.00,56.00,100.00,52.00,76.00,86.00,0.42,
3/25/1960,18.288,38°32',121°46',52.00,,270.00,63.00,43.00,53.00,100.00,61.00,80.50,133.00,0.23,
3/26/1960,18.288,38°32',121°46',120.00,236.80,450.00,67.00,53.00,60.00,100.00,50.00,75.00,190.00,0.40,0.03
3/27/1960,18.288,38°32',121°46',112.00,179.80,356.00,64.00,39.00,51.50,100.00,52.00,76.00,240.00,0.19,0.15
3/28/1960,18.288,38°32',121°46',121.00,254.80,545.00,60.00,38.00,49.00,100.00,44.00,72.00,104.00,1.00,
3/29/1960,18.288,38°32',121°46',152.00,284.70,544.00,66.00,52.00,59.00,100.00,31.00,65.50,224.00,0.86,0.01
3/30/1960,18.288,38°32',121°46',125.00,188.80,376.00,64.00,36.00,50.00,100.00,40.00,70.00,169.00,0.31,0.01
3/31/1960,18.288,38°32',121°46',98.00,199.30,430.00,66.00,41.00,53.50,100.00,43.00,71.50,99.00,0.93,
4/1/1960,18.288,38°32',121°46',177.00,299.70,591.00,75.00,58.00,66.50,100.00,38.00,69.00,245.00,0.92,
4/2/1960,18.288,38°32',121°46',185.00,262.30,553.00,80.00,48.00,64.00,78.00,37.00,57.50,115.00,0.95,
4/3/1960,18.288,38°32',121°46',137.00,308.70,536.00,81.00,50.00,65.50,100.00,40.00,70.00,60.00,0.90,
4/4/1960,18.288,38°32',121°46',178.00,320.70,600.00,85.00,46.00,65.50,100.00,22.00,61.00,80.00,1.00,
4/5/1960,18.288,38°32',121°46',131.00,263.80,465.00,80.00,48.00,64.00,100.00,36.00,68.00,66.00,0.31,
4/6/1960,18.288,38°32',121°46',201.00,292.30,520.00,64.00,49.00,56.50,97.00,23.00,60.00,187.00,0.91,
4/7/1960,18.288,38°32',121°46',169.00,316.20,612.00,74.00,45.00,59.50,100.00,37.00,68.50,82.00,1.00,
4/8/1960,18.288,38°32',121°46',161.00,320.70,618.00,73.00,46.00,59.50,100.00,42.00,71.00,107.00,1.00,
4/9/1960,18.288,38°32',121°46',168.00,299.70,622.00,71.00,35.00,53.00,100.00,27.00,63.50,164.00,1.00,
4/10/1960,18.288,38°32',121°46',158.00,,622.00,70.00,46.00,58.00,100.00,32.00,66.00,155.00,1.00,0.11
4/11/1960,18.288,38°32',121°46',129.00,,482.00,66.00,38.00,52.00,100.00,44.00,72.00,114.00,0.87,
4/12/1960,18.288,38°32',121°46',169.00,326.70,628.00,70.00,40.00,55.00,100.00,33.00,66.50,70.00,1.00,
4/13/1960,18.288,38°32',121°46',185.00,332.70,636.00,72.00,46.00,59.00,100.00,38.00,69.00,177.00,1.00,
4/14/1960,18.288,38°32',121°46',186.00,314.70,650.00,69.00,38.00,53.50,90.00,30.00,60.00,143.00,0.98,
4/15/1960,18.288,38°32',121°46',180.00,313.20,653.00,68.00,48.00,58.00,58.00,38.00,48.00,211.00,1.00,
4/16/1960,18.288,38°32',121°46',217.00,304.20,677.00,75.00,43.00,59.00,100.00,24.00,62.00,183.00,1.00,
4/17/1960,18.288,38°32',121°46',190.00,325.20,655.00,79.00,46.00,62.50,100.00,27.00,63.50,133.00,1.00,
4/18/1960,18.288,38°32',121°46',169.00,326.70,572.00,71.00,44.00,57.50,100.00,42.00,71.00,167.00,0.93,
4/19/1960,18.288,38°32',121°46',167.00,,652.00,74.00,43.00,58.50,100.00,36.00,68.00,79.00,1.00,
4/20/1960,18.288,38°32',121°46',179.00,337.20,650.00,78.00,42.00,60.00,100.00,35.00,67.50,117.00,1.00,
4/21/1960,18.288,38°32',121°46',176.00,323.70,650.00,71.00,36.00,53.50,100.00,28.00,64.00,186.00,0.99,
4/22/1960,18.288,38°32',121°46',72.00,229.30,563.00,60.00,38.00,49.00,78.00,36.00,57.00,144.00,0.58,0.07
4/23/1960,18.288,38°32',121°46',48.00,106.40,300.00,55.00,34.00,44.50,100.00,52.00,76.00,123.00,0.09,0.21
4/24/1960,18.288,38°32',121°46',93.00,275.20,519.00,60.00,41.00,50.50,100.00,38.00,69.00,39.00,0.38,
4/25/1960,18.288,38°32',121°46',131.00,337.20,561.00,66.00,38.00,52.00,100.00,31.00,65.50,88.00,0.43,
4/26/1960,18.288,38°32',121°46',96.00,109.40,322.00,64.00,46.00,55.00,100.00,39.00,69.50,238.00,0.41,0.56
4/27/1960,18.288,38°32',121°46',104.00,,412.00,59.00,36.00,47.50,100.00,50.00,75.00,118.00,0.18,0.05
4/28/1960,18.288,38°32',121°46',103.00,,607.00,64.00,40.00,52.00,100.00,37.00,68.50,98.00,0.89,0.01
4/29/1960,18.288,38°32',121°46',151.00,386.60,701.00,76.00,41.00,58.50,100.00,23.00,61.50,98.00,1.00,
4/30/1960,18.288,38°32',121°46',160.00,382.10,659.00,78.00,45.00,61.50,100.00,25.00,62.50,86.00,1.00,
5/1/1960,18.288,38°32',121°46',88.00,,412.00,72.00,44.00,58.00,100.00,41.00,70.50,94.00,,
5/2/1960,18.288,38°32',121°46',122.00,317.70,582.00,70.00,47.00,58.50,100.00,43.00,71.50,172.00,0.66,
5/3/1960,18.288,38°32',121°46',85.00,202.30,449.00,64.00,46.00,55.00,100.00,70.00,85.00,162.00,0.14,
5/4/1960,18.288,38°32',121°46',426.00,370.20,705.00,71.00,42.00,56.50,100.00,22.00,61.00,137.00,0.95,
5/5/1960,18.288,38°32',121°46',433.00,380.60,692.00,77.00,47.00,62.00,100.00,26.00,63.00,105.00,1.00,
5/6/1960,18.288,38°32',121°46',132.00,385.10,676.00,83.00,57.00,70.00,100.00,28.00,64.00,82.00,0.98,
5/7/1960,18.288,38°32',121°46',114.00,346.20,639.00,81.00,46.00,63.50,98.00,32.00,65.00,117.00,1.00,
5/8/1960,18.288,38°32',121°46',117.00,373.20,697.00,80.00,40.00,60.00,100.00,29.00,64.50,108.00,1.00,
5/9/1960,18.288,38°32',121°46',111.00,,719.00,83.00,39.00,61.00,100.00,28.00,64.00,86.00,,
5/10/1960,18.288,38°32',121°46',197.00,,719.00,89.00,51.00,70.00,100.00,28.00,64.00,120.00,,
5/11/1960,18.288,38°32',121°46',199.00,377.70,696.00,84.00,54.00,69.00,100.00,28.00,64.00,146.00,1.00,
5/12/1960,18.288,38°32',121°46',194.00,334.20,732.00,72.00,48.00,60.00,100.00,36.00,68.00,175.00,1.00,
5/13/1960,18.288,38°32',121°46',205.00,386.60,756.00,76.00,42.00,59.00,80.00,25.00,52.50,133.00,1.00,
5/14/1960,18.288,38°32',121°46',215.00,403.10,750.00,80.00,46.00,63.00,100.00,35.00,67.50,176.00,1.00,
5/15/1960,18.288,38°32',121°46',193.00,409.10,748.00,75.00,45.00,60.00,100.00,47.00,73.50,153.00,1.00,
5/16/1960,18.288,38°32',121°46',201.00,395.60,746.00,77.00,44.00,60.50,100.00,22.00,61.00,102.00,1.00,
5/17/1960,18.288,38°32',121°46',224.00,409.10,755.00,79.00,44.00,61.50,100.00,27.00,63.50,160.00,1.00,
5/18/1960,18.288,38°32',121°46',214.00,391.10,776.00,74.00,52.00,63.00,87.00,25.00,56.00,293.00,1.00,
5/19/1960,18.288,38°32',121°46',248.00,,767.00,83.00,53.00,68.00,61.00,25.00,43.00,191.00,1.00,
5/20/1960,18.288,38°32',121°46',198.00,,650.00,76.00,38.00,57.00,99.00,22.00,60.50,232.00,98.00,
5/21/1960,18.288,38°32',121°46',195.00,395.60,755.00,68.00,37.00,52.50,98.00,49.00,73.50,120.00,0.96,
5/22/1960,18.288,38°32',121°46',177.00,,693.00,76.00,48.00,62.00,100.00,33.00,66.50,182.00,0.99,0.11
5/23/1960,18.288,38°32',121°46',21.00,,186.00,52.00,49.00,50.50,100.00,38.00,69.00,192.00,0.00,0.48
5/24/1960,18.288,38°32',121°46',139.00,289.20,489.00,65.00,53.00,59.00,100.00,45.00,72.50,168.00,0.50,
5/25/1960,18.288,38°32',121°46',137.00,295.20,507.00,73.00,48.00,60.50,100.00,43.00,71.50,76.00,0.50,
5/26/1960,18.288,38°32',121°46',221.00,415.10,730.00,81.00,49.00,65.00,100.00,33.00,66.50,121.00,0.99,
5/27/1960,18.288,38°32',121°46',278.00,413.60,765.00,82.00,51.00,66.50,100.00,20.00,60.00,141.00,1.00,
5/28/1960,18.288,38°32',121°46',277.00,427.10,738.00,89.00,54.00,71.50,100.00,26.00,63.00,148.00,0.97,
5/29/1960,18.288,38°32',121°46',233.00,419.60,735.00,82.00,49.00,65.50,100.00,41.00,70.50,93.00,0.97,
5/30/1960,18.288,38°32',121°46',277.00,,759.00,94.00,56.00,75.00,100.00,20.00,60.00,90.00,1.00,
5/31/1960,18.288,38°32',121°46',311.00,,743.00,94.00,65.00,79.50,48.00,21.00,34.50,209.00,1.00,
6/1/1960,18.288,38°32',121°46',455.00,421.10,761.00,100.00,72.00,86.00,42.00,19.00,30.50,276.00,1.00,
6/2/1960,18.288,38°32',121°46',417.00,427.10,764.00,102.00,72.00,87.00,39.00,19.00,29.00,220.00,1.00,
6/3/1960,18.288,38°32',121°46',329.00,,765.00,106.00,60.00,83.00,100.00,15.00,57.50,147.00,1.00,
6/4/1960,18.288,38°32',121°46',311.00,,747.00,95.00,56.00,75.50,100.00,24.00,62.00,150.00,1.00,
6/5/1960,18.288,38°32',121°46',260.00,,737.00,90.00,57.00,73.50,100.00,37.00,68.50,119.00,1.00,
6/6/1960,18.288,38°32',121°46',255.00,433.10,750.00,81.00,55.00,68.00,100.00,41.00,70.50,156.00,1.00,
6/7/1960,18.288,38°32',121°46',253.00,422.60,746.00,80.00,50.00,65.00,100.00,33.00,66.50,173.00,1.00,
6/8/1960,18.288,38°32',121°46',238.00,424.10,765.00,83.00,50.00,66.50,100.00,16.00,58.00,93.00,1.00,
6/9/1960,18.288,38°32',121°46',281.00,427.10,742.00,90.00,52.00,71.00,100.00,19.00,59.50,109.00,1.00,
6/10/1960,18.288,38°32',121°46',220.00,424.10,737.00,89.00,53.00,71.00,100.00,25.00,62.50,103.00,1.00,
6/11/1960,18.288,38°32',121°46',225.00,460.00,735.00,98.00,60.00,79.00,88.00,17.00,52.50,67.00,1.00,
6/12/1960,18.288,38°32',121°46',250.00,,736.00,100.00,54.00,77.00,100.00,17.00,58.50,86.00,1.00,
6/13/1960,18.288,38°32',121°46',247.00,,757.00,100.00,58.00,79.00,100.00,19.00,59.50,79.00,1.00,
6/14/1960,18.288,38°32',121°46',264.00,404.60,684.00,97.00,65.00,81.00,76.00,23.00,49.50,106.00,1.00,
6/15/1960,18.288,38°32',121°46',309.00,382.10,632.00,92.00,69.00,80.50,91.00,31.00,61.00,161.00,1.00,
6/16/1960,18.288,38°32',121°46',336.00,,734.00,90.00,58.00,74.00,100.00,29.00,64.50,212.00,1.00,
6/17/1960,18.288,38°32',121°46',270.00,,759.00,85.00,54.00,69.50,100.00,30.00,65.00,181.00,1.00,
6/18/1960,18.288,38°32',121°46',296.00,416.60,786.00,86.00,53.00,69.50,100.00,23.00,61.50,190.00,1.00,
6/19/1960,18.288,38°32',121°46',236.00,,768.00,88.00,63.00,75.50,71.00,26.00,48.50,150.00,1.00,
6/20/1960,18.288,38°32',121°46',456.00,,797.00,90.00,70.00,80.00,29.00,18.00,23.50,435.00,1.00,
6/21/1960,18.288,38°32',121°46',350.00,,784.00,96.00,53.00,74.50,100.00,18.00,59.00,138.00,1.00,
6/22/1960,18.288,38°32',121°46',267.00,,742.00,96.00,58.00,77.00,89.00,19.00,54.00,59.00,1.00,
6/23/1960,18.288,38°32',121°46',321.00,,760.00,99.00,58.00,78.50,87.00,22.00,54.50,133.00,1.00,
6/24/1960,18.288,38°32',121°46',310.00,,755.00,86.00,52.00,69.00,100.00,41.00,70.50,206.00,1.00,
6/25/1960,18.288,38°32',121°46',263.00,,780.00,82.00,51.00,66.50,100.00,35.00,67.50,140.00,1.00,
6/26/1960,18.288,38°32',121°46',,,775.00,86.00,50.00,68.00,100.00,25.00,62.50,117.00,1.00,
6/27/1960,18.288,38°32',121°46',528.00,,784.00,88.00,50.00,69.00,100.00,14.00,57.00,127.00,1.00,
6/28/1960,18.288,38°32',121°46',256.00,,757.00,81.00,51.00,66.00,100.00,20.00,60.00,184.00,0.97,
6/29/1960,18.288,38°32',121°46',216.00,,750.00,83.00,52.00,67.50,94.00,18.00,56.00,101.00,0.97,
6/30/1960,18.288,38°32',121°46',265.00,,758.00,85.00,53.00,69.00,100.00,20.00,60.00,124.00,0.98,
7/1/1960,18.288,38°32',121°46',253.00,,738.00,89.00,53.00,71.00,96.00,16.00,56.00,101.00,1.00,
7/2/1960,18.288,38°32',121°46',238.00,,655.00,94.00,58.00,76.00,92.00,12.00,52.00,61.00,0.99,
7/3/1960,18.288,38°32',121°46',286.00,,741.00,99.00,55.00,77.00,94.00,10.00,52.00,115.00,1.00,
7/4/1960,18.288,38°32',121°46',313.00,,735.00,90.00,56.00,73.00,90.00,19.00,54.50,123.00,1.00,
7/5/1960,18.288,38°32',121°46',299.00,439.10,720.00,90.00,56.00,73.00,91.00,20.00,55.50,146.00,1.00,
7/6/1960,18.288,38°32',121°46',252.00,443.60,724.00,92.00,58.00,75.00,93.00,20.00,56.50,111.00,1.00,
7/7/1960,18.288,38°32',121°46',256.00,478.10,707.00,93.00,58.00,75.50,93.00,20.00,56.50,112.00,1.00,
7/8/1960,18.288,38°32',121°46',259.00,466.10,707.00,95.00,55.00,75.00,100.00,23.00,61.50,169.00,1.00,
7/9/1960,18.288,38°32',121°46',258.00,419.60,757.00,95.00,50.00,72.50,100.00,24.00,62.00,217.00,1.00,
7/10/1960,18.288,38°32',121°46',238.00,424.10,776.00,82.00,48.00,65.00,100.00,22.00,61.00,141.00,1.00,
7/11/1960,18.288,38°32',121°46',280.00,,747.00,92.00,54.00,73.00,90.00,13.00,51.50,126.00,1.00,
7/12/1960,18.288,38°32',121°46',273.00,,745.00,88.00,50.00,69.00,100.00,23.00,61.50,118.00,1.00,
7/13/1960,18.288,38°32',121°46',246.00,367.20,730.00,92.00,56.00,74.00,100.00,22.00,61.00,98.00,1.00,
7/14/1960,18.288,38°32',121°46',271.00,358.20,780.00,94.00,48.00,71.00,100.00,19.00,59.50,114.00,1.00,
7/15/1960,18.288,38°32',121°46',257.00,388.10,747.00,98.00,52.00,75.00,100.00,13.00,56.50,86.00,1.00,
7/16/1960,18.288,38°32',121°46',264.00,,739.00,102.00,59.00,80.50,100.00,15.00,57.50,62.00,1.00,
7/17/1960,18.288,38°32',121°46',315.00,,724.00,104.00,56.00,80.00,100.00,18.00,59.00,112.00,1.00,
7/18/1960,18.288,38°32',121°46',264.00,,710.00,103.00,58.00,80.50,100.00,15.00,57.50,69.00,1.00,
7/19/1960,18.288,38°32',121°46',293.00,,712.00,105.00,57.00,81.00,100.00,10.00,55.00,89.00,1.00,
7/20/1960,18.288,38°32',121°46',289.00,,715.00,105.00,60.00,82.50,98.00,10.00,54.00,33.00,1.00,
7/21/1960,18.288,38°32',121°46',287.00,,625.00,106.00,65.00,85.50,71.00,14.00,42.50,127.00,1.00,
7/22/1960,18.288,38°32',121°46',294.00,346.20,654.00,100.00,58.00,79.00,99.00,17.00,58.00,108.00,0.97,
7/23/1960,18.288,38°32',121°46',312.00,364.10,685.00,100.00,56.00,78.00,95.00,13.00,54.00,115.00,1.00,
7/24/1960,18.288,38°32',121°46',250.00,322.20,584.00,99.00,65.00,82.00,68.00,16.00,42.00,91.00,0.97,
7/25/1960,18.288,38°32',121°46',295.00,377.70,646.00,98.00,58.00,78.00,90.00,20.00,55.00,132.00,0.98,
7/26/1960,18.288,38°32',121°46',283.00,407.60,680.00,98.00,59.00,78.50,94.00,20.00,57.00,97.00,1.00,
7/27/1960,18.288,38°32',121°46',262.00,353.70,615.00,97.00,60.00,78.50,95.00,24.00,59.50,100.00,0.98,
7/28/1960,18.288,38°32',121°46',230.00,281.70,485.00,91.00,57.00,74.00,100.00,33.00,66.50,315.00,0.97,
7/29/1960,18.288,38°32',121°46',261.00,,616.00,88.00,60.00,74.00,96.00,35.00,65.50,162.00,1.00,
7/30/1960,18.288,38°32',121°46',,,575.00,88.00,52.00,70.00,100.00,26.00,63.00,142.00,0.77,0.02
7/31/1960,18.288,38°32',121°46',465.00,,650.00,86.00,52.00,69.00,100.00,22.00,61.00,142.00,1.00,
8/1/1960,18.288,38°32',121°46',225.00,418.10,700.00,89.00,53.00,71.00,94.00,24.00,59.00,93.00,1.00,
8/2/1960,18.288,38°32',121°46',249.00,368.70,708.00,89.00,48.00,68.50,90.00,26.00,58.00,139.00,1.00,
8/3/1960,18.288,38°32',121°46',227.00,394.10,695.00,89.00,51.00,70.00,99.00,24.00,61.50,95.00,1.00,
8/4/1960,18.288,38°32',121°46',247.00,367.20,683.00,94.00,50.00,72.00,96.00,26.00,61.00,94.00,1.00,
8/5/1960,18.288,38°32',121°46',246.00,348.30,676.00,97.00,48.00,72.50,88.00,23.00,55.50,82.00,1.00,
8/6/1960,18.288,38°32',121°46',233.00,348.20,674.00,98.00,51.00,74.50,100.00,20.00,60.00,108.00,1.00,
8/7/1960,18.288,38°32',121°46',237.00,344.00,665.00,95.00,52.00,73.50,90.00,20.00,55.00,115.00,1.00,
8/8/1960,18.288,38°32',121°46',225.00,352.60,662.00,89.00,51.00,70.00,93.00,32.00,62.50,115.00,1.00,
8/9/1960,18.288,38°32',121°46',202.00,334.90,667.00,89.00,50.00,69.50,98.00,32.00,65.00,127.00,1.00,
8/10/1960,18.288,38°32',121°46',203.00,341.60,677.00,94.00,54.00,74.00,92.00,26.00,59.00,75.00,1.00,
8/11/1960,18.288,38°32',121°46',182.00,310.50,590.00,98.00,57.00,77.50,86.00,24.00,55.00,79.00,1.00,
8/12/1960,18.288,38°32',121°46',185.00,316.30,624.00,99.00,54.00,76.50,90.00,21.00,55.50,100.00,1.00,
8/13/1960,18.288,38°32',121°46',174.00,300.30,652.00,94.00,53.00,73.50,94.00,23.00,58.50,162.00,0.99,
8/14/1960,18.288,38°32',121°46',140.00,308.60,650.00,93.00,53.00,73.00,94.00,36.00,65.00,128.00,1.00,
8/15/1960,18.288,38°32',121°46',125.00,299.10,600.00,92.00,61.00,76.50,57.00,25.00,41.00,197.00,1.00,
8/16/1960,18.288,38°32',121°46',145.00,253.10,610.00,95.00,58.00,76.50,70.00,20.00,45.00,183.00,1.00,
8/17/1960,18.288,38°32',121°46',93.00,275.50,605.00,99.00,56.00,77.50,89.00,21.00,55.00,65.00,1.00,
8/18/1960,18.288,38°32',121°46',91.00,,608.00,100.00,56.00,78.00,92.00,23.00,57.50,78.00,1.00,
8/19/1960,18.288,38°32',121°46',74.00,,620.00,103.00,65.00,84.00,83.00,17.00,50.00,105.00,1.00,
8/20/1960,18.288,38°32',121°46',162.00,,637.00,95.00,55.00,75.00,90.00,33.00,61.50,174.00,1.00,
8/21/1960,18.288,38°32',121°46',151.00,,642.00,84.00,52.00,68.00,98.00,37.00,67.50,213.00,1.00,
8/22/1960,18.288,38°32',121°46',138.00,,640.00,78.00,50.00,64.00,75.00,26.00,50.50,96.00,1.00,
8/23/1960,18.288,38°32',121°46',169.00,376.30,616.00,82.00,50.00,66.00,99.00,30.00,64.50,149.00,1.00,
8/24/1960,18.288,38°32',121°46',184.00,,615.00,82.00,51.00,66.50,87.00,32.00,59.50,93.00,1.00,
8/25/1960,18.288,38°32',121°46',,,612.00,88.00,51.00,69.50,90.00,25.00,57.50,126.00,1.00,
8/26/1960,18.288,38°32',121°46',410.00,344.20,623.00,86.00,48.00,67.00,97.00,30.00,63.50,195.00,1.00,
8/27/1960,18.288,38°32',121°46',172.00,367.60,601.00,85.00,48.00,66.50,94.00,26.00,60.00,81.00,0.93,
8/28/1960,18.288,38°32',121°46',206.00,,584.00,90.00,48.00,69.00,96.00,20.00,58.00,81.00,1.00,
8/29/1960,18.288,38°32',121°46',202.00,289.20,590.00,90.00,49.00,69.50,97.00,24.00,60.50,99.00,1.00,
8/30/1960,18.288,38°32',121°46',191.00,280.20,578.00,87.00,46.00,66.50,100.00,28.00,64.00,132.00,1.00,
8/31/1960,18.288,38°32',121°46',184.00,283.20,597.00,87.00,53.00,70.00,97.00,27.00,62.00,125.00,1.00,
9/1/1960,18.288,38°32',121°46',191.00,,597.00,84.00,52.00,68.00,97.00,36.00,66.50,226.00,1.00,
9/2/1960,18.288,38°32',121°46',142.00,,505.00,83.00,56.00,69.50,81.00,27.00,54.00,60.00,0.97,0.02
9/3/1960,18.288,38°32',121°46',220.00,,584.00,80.00,44.00,62.00,100.00,33.00,66.50,190.00,,
9/4/1960,18.288,38°32',121°46',,,597.00,80.00,48.00,64.00,93.00,28.00,60.50,103.00,1.00,
9/5/1960,18.288,38°32',121°46',385.00,,580.00,91.00,49.00,70.00,100.00,21.00,60.50,79.00,1.00,
9/6/1960,18.288,38°32',121°46',213.00,329.70,575.00,90.00,49.00,69.50,100.00,16.00,58.00,100.00,1.00,
9/7/1960,18.288,38°32',121°46',198.00,,555.00,92.00,49.00,70.50,100.00,20.00,60.00,72.00,1.00,
9/8/1960,18.288,38°32',121°46',213.00,319.20,547.00,97.00,64.00,80.50,64.00,18.00,41.00,98.00,1.00,
9/9/1960,18.288,38°32',121°46',150.00,217.30,318.00,90.00,61.00,75.50,74.00,28.00,51.00,72.00,0.11,
9/10/1960,18.288,38°32',121°46',217.00,,519.00,98.00,52.00,75.00,83.00,27.00,55.00,73.00,0.97,
9/11/1960,18.288,38°32',121°46',231.00,296.70,511.00,99.00,55.00,77.00,96.00,29.00,62.50,96.00,1.00,
9/12/1960,18.288,38°32',121°46',204.00,268.20,533.00,94.00,48.00,71.00,100.00,21.00,60.50,79.00,1.00,
9/13/1960,18.288,38°32',121°46',189.00,251.80,538.00,92.00,46.00,69.00,100.00,13.00,56.50,70.00,1.00,
9/14/1960,18.288,38°32',121°46',186.00,251.80,543.00,86.00,46.00,66.00,100.00,21.00,60.50,138.00,1.00,
9/15/1960,18.288,38°32',121°46',157.00,239.80,538.00,77.00,46.00,61.50,100.00,34.00,67.00,129.00,1.00,
9/16/1960,18.288,38°32',121°46',143.00,218.80,472.00,83.00,46.00,64.50,100.00,26.00,63.00,86.00,0.82,
9/17/1960,18.288,38°32',121°46',159.00,247.30,504.00,87.00,47.00,67.00,100.00,20.00,60.00,68.00,1.00,
